factor_id,factor_type,target_idx,target_var_id,other_idx,other_var_id
1443,loop,1,988,0,201
1444,loop,0,203,1,500
1444,loop,1,500,0,203
1445,loop,0,203,1,508
1445,loop,1,508,0,203
1446,loop,0,203,1,522
1446,loop,1,522,0,203
1447,loop,0,203,1,982
1447,loop,1,982,0,203
1448,loop,0,209,1,508
1448,loop,1,508,0,209
1449,loop,0,209,1,522
1449,loop,1,522,0,209
1450,loop,0,209,1,528
1450,loop,1,528,0,209
1451,loop,0,209,1,976
1451,loop,1,976,0,209
1452,loop,0,220,1,528
1452,loop,1,528,0,220
1453,loop,0,220,1,532
1453,loop,1,532,0,220
1454,loop,0,220,1,564
1454,loop,1,564,0,220
1455,loop,0,220,1,567
1455,loop,1,567,0,220
1456,loop,0,220,1,570
1456,loop,1,570,0,220
1457,loop,0,220,1,575
1457,loop,1,575,0,220
1458,loop,0,220,1,959
1458,loop,1,959,0,220
1459,loop,0,220,1,965
1459,loop,1,965,0,220
1460,loop,0,226,1,231
1460,loop,1,231,0,226
1461,loop,0,226,1,588
1461,loop,1,588,0,226
1462,loop,0,226,1,597
1462,loop,1,597,0,226
1463,loop,0,226,1,953
1463,loop,1,953,0,226
1464,loop,0,226,1,959
1464,loop,1,959,0,226
1465,loop,0,923,1,1175
1465,loop,1,1175,0,923
1466,loop,0,929,1,1175
1466,loop,1,1175,0,929
1467,loop,0,939,1,1188
1467,loop,1,1188,0,939
1468,loop,0,1029,1,1217
1468,loop,1,1217,0,1029
1469,loop,0,1044,1,1217
1469,loop,1,1217,0,1044
1470,loop,0,1050,1,1210
1470,loop,1,1210,0,1050
1471,loop,0,1050,1,1217
1471,loop,1,1217,0,1050
1472,loop,0,1056,1,1217
1472,loop,1,1217,0,1056
1473,loop,0,1061,1,1210
1473,loop,1,1210,0,1061
1474,loop,0,1075,1,1210
1474,loop,1,1210,0,1075
1475,loop,0,1084,1,1210
1475,loop,1,1210,0,1084
1476,loop,0,1088,1,1210
1476,loop,1,1210,0,1088
1477,loop,0,1093,1,1210
1477,loop,1,1210,0,1093
1478,loop,0,1098,1,1210
1478,loop,1,1210,0,1098
1479,loop,0,1138,1,1188
1479,loop,1,1188,0,1138
1480,loop,0,1147,1,1188
1480,loop,1,1188,0,1147
1481,loop,0,1150,1,1188
1481,loop,1,1188,0,1150
1482,loop,0,1158,1,1175
1482,loop,1,1175,0,1158
1483,anchor,0,0,-1,-1
